age,job,marital,education,default,balance,housing,loan,contact,duration,campaign,poutcome,y
46,services,married,primary,0,437,1,0,cellular,546,3,unknown,1
27,admin.,single,secondary,0,456,0,0,cellular,104,1,unknown,0
36,blue-collar,married,primary,0,828,0,0,cellular,1512,1,failure,1
45,entrepreneur,married,primary,0,58,1,0,telephone,119,3,failure,0
24,student,single,secondary,0,493,1,0,cellular,85,4,other,0
32,blue-collar,single,secondary,0,2137,0,0,cellular,423,1,failure,0
50,blue-collar,married,primary,0,953,1,0,cellular,315,1,failure,0
49,blue-collar,married,secondary,0,119,1,0,cellular,78,1,unknown,0
32,technician,married,tertiary,0,1503,1,1,cellular,44,1,failure,0
25,management,single,tertiary,0,1,1,0,cellular,9,5,unknown,0
48,services,single,primary,0,-139,0,0,cellular,75,2,unknown,0
43,management,divorced,tertiary,0,497,0,0,cellular,66,1,failure,0
46,admin.,divorced,secondary,0,3201,1,0,telephone,157,3,unknown,0
32,blue-collar,single,primary,0,7,1,0,cellular,109,1,unknown,0
30,blue-collar,married,primary,0,2,1,1,cellular,7,6,unknown,0
53,admin.,single,secondary,0,233,1,0,cellular,101,1,unknown,0
35,management,single,tertiary,0,2749,0,0,cellular,127,1,unknown,0
33,blue-collar,married,secondary,0,780,1,0,cellular,83,2,unknown,0
34,blue-collar,married,secondary,0,496,1,0,cellular,333,1,unknown,1
33,management,married,secondary,0,350,1,0,cellular,205,1,failure,0
34,blue-collar,single,secondary,0,2764,1,0,cellular,158,1,failure,0
45,blue-collar,married,secondary,0,78,1,0,cellular,408,1,unknown,0
36,blue-collar,married,primary,0,0,1,1,telephone,18,1,unknown,0
52,blue-collar,married,secondary,0,7180,1,0,cellular,276,1,success,0
27,services,single,secondary,0,468,1,0,cellular,109,1,unknown,0
50,admin.,married,primary,0,246,1,0,cellular,234,2,failure,0
37,management,single,tertiary,0,584,1,0,telephone,115,1,unknown,0
39,blue-collar,married,primary,0,3419,1,0,cellular,155,1,failure,0
35,blue-collar,single,unknown,0,88,0,0,cellular,272,2,unknown,0
28,admin.,single,secondary,0,207,1,0,cellular,329,1,unknown,0
27,blue-collar,divorced,secondary,0,0,1,0,telephone,363,1,failure,0
32,blue-collar,single,secondary,0,681,0,1,cellular,589,1,unknown,0
42,blue-collar,single,secondary,0,1080,1,1,cellular,951,3,failure,1
50,housemaid,married,secondary,0,7317,1,0,cellular,172,1,failure,0
34,technician,single,secondary,0,2131,1,0,cellular,53,1,unknown,0
29,management,single,tertiary,0,172,1,0,telephone,34,8,unknown,0
53,admin.,married,secondary,0,-1601,0,1,cellular,82,2,unknown,0
40,technician,divorced,secondary,0,-375,1,0,cellular,60,5,unknown,0
39,management,married,tertiary,0,141,1,0,cellular,788,2,other,0
27,student,single,secondary,0,268,1,0,cellular,528,1,failure,0
38,admin.,single,secondary,0,18,0,0,cellular,296,1,failure,0
35,blue-collar,married,secondary,0,247,1,1,cellular,114,1,failure,0
35,blue-collar,married,secondary,0,260,1,0,telephone,155,6,unknown,0
35,admin.,married,secondary,0,34,1,0,cellular,249,2,failure,0
33,management,married,tertiary,0,1064,1,0,cellular,562,1,unknown,1
40,blue-collar,married,primary,0,328,1,0,cellular,112,1,unknown,0
52,blue-collar,married,secondary,0,33,0,1,cellular,204,1,success,0
43,blue-collar,married,primary,0,190,1,0,cellular,168,2,unknown,0
36,services,married,primary,0,413,1,0,telephone,60,1,failure,0
42,entrepreneur,married,primary,0,759,1,0,telephone,80,1,failure,0
39,management,married,tertiary,0,297,1,0,cellular,734,2,unknown,1
37,management,married,tertiary,0,596,1,0,cellular,281,1,failure,0
51,blue-collar,married,primary,0,864,1,0,cellular,321,1,unknown,0
29,management,single,tertiary,0,0,1,0,cellular,155,1,failure,0
36,blue-collar,married,secondary,0,1969,1,1,cellular,87,1,unknown,0
29,blue-collar,married,primary,0,35,1,0,cellular,149,1,unknown,0
28,technician,single,secondary,0,584,1,0,cellular,354,1,failure,0
42,blue-collar,single,secondary,0,382,1,0,cellular,294,1,unknown,0
29,blue-collar,single,primary,0,215,1,0,cellular,137,3,unknown,0
32,blue-collar,married,secondary,0,1779,1,0,cellular,191,1,failure,0
35,blue-collar,married,secondary,0,577,0,0,cellular,55,1,failure,0
43,services,married,secondary,0,3409,1,0,cellular,172,1,unknown,0
26,blue-collar,single,secondary,0,8,1,0,cellular,167,1,unknown,0
50,management,married,secondary,0,42,1,0,cellular,85,2,other,0
41,blue-collar,married,secondary,0,121,1,0,cellular,16,6,other,0
36,management,single,tertiary,0,1129,1,0,telephone,444,1,unknown,0
36,blue-collar,married,secondary,0,418,1,1,cellular,132,2,unknown,0
40,blue-collar,divorced,primary,0,54,1,0,cellular,10,5,other,0
34,management,married,tertiary,0,0,1,0,cellular,324,2,unknown,0
40,blue-collar,married,secondary,0,1023,1,0,cellular,64,5,other,0
45,blue-collar,married,primary,0,2523,1,0,cellular,110,4,unknown,0
28,management,single,tertiary,0,4937,1,0,telephone,421,3,unknown,0
36,blue-collar,married,primary,0,1993,1,1,cellular,174,1,other,0
31,admin.,single,secondary,0,387,1,0,cellular,228,2,failure,0
32,services,single,secondary,0,396,1,0,cellular,257,4,unknown,0
35,blue-collar,divorced,primary,0,289,1,0,cellular,296,1,unknown,0
34,blue-collar,single,secondary,0,-231,1,0,cellular,9,8,unknown,0
39,admin.,married,secondary,0,145,1,1,cellular,337,3,other,0
32,unemployed,married,primary,0,309,1,0,telephone,185,1,failure,0
38,management,married,tertiary,0,2278,1,1,cellular,244,1,unknown,0
41,blue-collar,married,secondary,0,0,0,0,cellular,104,4,unknown,0
44,blue-collar,married,primary,0,186,1,0,cellular,152,1,failure,0
32,management,single,secondary,0,-119,1,0,cellular,231,1,other,0
44,blue-collar,married,secondary,0,1311,1,0,cellular,184,1,failure,0
35,blue-collar,married,primary,0,455,1,0,cellular,573,7,failure,0
34,services,married,secondary,0,1314,1,0,cellular,124,1,unknown,0
31,management,married,tertiary,0,623,1,0,cellular,96,2,failure,0
33,services,married,secondary,0,107,1,1,cellular,21,6,unknown,0
49,entrepreneur,married,primary,0,282,1,1,cellular,99,1,unknown,0
32,blue-collar,single,secondary,0,322,1,0,cellular,233,3,unknown,0
37,management,married,tertiary,0,1852,0,0,cellular,117,2,failure,0
54,blue-collar,single,primary,0,-119,1,0,cellular,261,1,unknown,0
32,management,single,tertiary,0,3,1,0,cellular,568,1,unknown,1
44,blue-collar,divorced,primary,0,25,1,0,cellular,201,1,failure,0
45,management,divorced,tertiary,0,2813,1,0,cellular,43,1,unknown,0
37,technician,divorced,secondary,0,2610,1,0,cellular,53,1,unknown,0
40,self-employed,married,primary,0,2077,1,0,cellular,363,1,other,0
48,blue-collar,married,secondary,0,-85,1,0,cellular,56,1,other,0
43,blue-collar,married,secondary,0,171,1,0,cellular,96,1,failure,0
52,admin.,married,secondary,0,146,1,1,cellular,108,1,unknown,0
39,admin.,divorced,secondary,0,-427,1,0,cellular,8,5,unknown,0
58,retired,single,tertiary,0,1411,1,0,cellular,425,2,unknown,0
34,admin.,married,tertiary,0,142,1,0,cellular,459,1,unknown,1
55,entrepreneur,married,tertiary,0,323,1,1,cellular,200,1,unknown,0
37,blue-collar,married,secondary,0,387,1,1,cellular,413,1,unknown,0
25,technician,single,tertiary,0,1954,1,1,cellular,66,1,failure,0
53,admin.,married,secondary,0,8892,1,0,cellular,177,1,failure,0
34,management,single,tertiary,0,76,1,0,cellular,747,2,failure,1
47,management,divorced,tertiary,0,-49,1,0,cellular,14,6,failure,0
34,technician,married,secondary,0,178,1,0,cellular,253,1,unknown,0
32,blue-collar,single,primary,0,398,1,0,cellular,716,1,unknown,1
36,blue-collar,divorced,secondary,0,52,1,0,cellular,152,1,failure,0
38,blue-collar,single,secondary,0,1137,0,0,cellular,316,1,unknown,0
50,blue-collar,married,primary,0,216,1,0,telephone,137,1,failure,0
51,blue-collar,married,primary,0,3185,1,0,cellular,154,1,failure,0
28,housemaid,married,secondary,1,65,1,1,cellular,165,1,failure,0
47,blue-collar,married,primary,0,-287,1,0,cellular,201,1,failure,0
42,admin.,single,secondary,0,4253,1,0,cellular,146,1,unknown,0
27,admin.,single,secondary,0,557,1,0,cellular,466,2,unknown,0
37,management,married,tertiary,0,2019,1,0,cellular,368,1,unknown,0
48,admin.,divorced,secondary,0,83,1,0,cellular,1101,1,unknown,1
32,services,married,secondary,0,28,1,0,cellular,88,1,failure,0
47,admin.,married,secondary,0,411,1,0,cellular,157,1,unknown,0
29,admin.,married,secondary,0,69,1,0,cellular,77,4,unknown,0
37,management,single,tertiary,0,1339,1,0,cellular,96,6,other,0
52,blue-collar,married,secondary,0,1117,1,0,cellular,365,1,unknown,0
36,technician,married,secondary,0,55,1,0,cellular,38,2,failure,0
58,retired,married,primary,0,747,1,1,telephone,104,1,unknown,0
45,blue-collar,married,secondary,0,192,1,0,cellular,154,5,other,0
21,blue-collar,single,secondary,0,292,1,1,telephone,148,4,unknown,0
31,blue-collar,married,primary,0,1127,1,0,telephone,43,1,failure,0
35,services,single,secondary,0,143,1,1,cellular,68,1,other,0
31,admin.,married,secondary,0,879,1,0,cellular,394,1,unknown,1
59,management,married,secondary,0,771,0,0,telephone,125,2,failure,0
39,blue-collar,married,primary,0,1004,1,0,cellular,364,2,unknown,0
37,blue-collar,married,secondary,0,3173,1,0,cellular,179,1,unknown,0
35,services,single,secondary,0,-639,1,1,cellular,427,1,unknown,0
35,technician,single,secondary,0,450,1,0,cellular,63,1,unknown,0
34,technician,married,secondary,0,-56,1,0,cellular,197,2,unknown,0
35,unemployed,single,secondary,0,2116,1,0,cellular,409,2,unknown,0
36,management,married,tertiary,0,481,1,0,cellular,215,1,failure,0
36,blue-collar,single,secondary,1,-1157,1,0,cellular,323,2,unknown,0
32,management,single,secondary,0,416,1,0,cellular,290,1,failure,0
29,blue-collar,married,secondary,0,1052,1,0,cellular,147,1,unknown,0
38,blue-collar,single,secondary,0,3344,1,0,cellular,143,1,failure,0
40,services,married,secondary,0,-378,1,1,cellular,541,1,failure,0
30,services,divorced,secondary,0,0,1,0,cellular,172,1,unknown,0
34,blue-collar,married,secondary,0,7063,1,0,cellular,309,1,failure,0
46,blue-collar,divorced,primary,0,-35,1,0,cellular,69,1,unknown,0
49,admin.,divorced,primary,0,112,1,0,cellular,79,1,unknown,0
45,management,divorced,tertiary,1,-946,1,0,cellular,213,1,unknown,0
28,technician,single,tertiary,0,1026,1,0,cellular,101,3,unknown,0
37,blue-collar,married,secondary,0,0,1,0,cellular,54,1,failure,0
30,services,divorced,secondary,0,341,1,0,cellular,54,1,success,0
34,self-employed,single,tertiary,0,1798,1,0,cellular,196,3,unknown,0
39,blue-collar,married,secondary,0,1360,1,0,cellular,247,1,unknown,0
41,admin.,married,secondary,0,158,1,0,cellular,426,1,failure,0
44,blue-collar,divorced,secondary,0,338,1,0,cellular,133,1,failure,0
37,technician,single,secondary,0,267,0,0,cellular,121,1,unknown,0
33,services,married,secondary,0,162,1,0,cellular,135,1,failure,0
35,blue-collar,divorced,secondary,0,0,1,0,cellular,404,2,unknown,0
51,admin.,married,secondary,0,42,1,0,cellular,80,2,unknown,0
51,blue-collar,divorced,primary,0,37,1,0,cellular,341,1,unknown,0
39,blue-collar,married,primary,0,499,1,0,cellular,156,1,unknown,0
30,admin.,married,secondary,0,396,1,0,cellular,366,3,failure,1
50,services,married,secondary,0,481,1,0,cellular,168,1,unknown,0
45,blue-collar,divorced,primary,0,-69,1,0,cellular,118,2,unknown,0
44,blue-collar,divorced,primary,0,70,1,0,cellular,176,1,unknown,0
32,services,married,secondary,0,1670,0,0,cellular,223,1,failure,0
34,management,married,tertiary,0,3050,1,0,cellular,469,1,unknown,1
55,blue-collar,divorced,unknown,0,276,1,0,cellular,35,1,unknown,0
37,housemaid,divorced,secondary,0,1040,1,0,cellular,199,1,failure,0
31,blue-collar,married,primary,0,951,1,0,cellular,206,1,unknown,0
42,blue-collar,married,primary,0,969,1,0,cellular,721,1,unknown,0
32,blue-collar,married,secondary,0,-64,1,0,cellular,641,1,unknown,0
43,management,divorced,secondary,0,229,1,1,cellular,163,1,unknown,0
33,services,married,secondary,0,210,1,0,cellular,1207,2,unknown,1
47,blue-collar,married,primary,0,-169,0,1,cellular,234,1,failure,0
32,management,single,tertiary,0,593,1,0,cellular,86,3,unknown,0
43,self-employed,divorced,secondary,0,484,1,0,cellular,180,2,failure,0
34,blue-collar,married,secondary,0,0,1,0,cellular,68,4,success,0
29,entrepreneur,married,secondary,0,5918,1,0,cellular,103,1,unknown,0
59,blue-collar,married,primary,0,-91,1,0,cellular,239,1,failure,0
47,management,married,secondary,0,623,1,0,cellular,102,6,unknown,0
45,entrepreneur,divorced,tertiary,0,0,1,0,cellular,325,2,unknown,0
45,blue-collar,married,tertiary,0,23,1,1,cellular,234,3,unknown,0
56,management,divorced,primary,0,26,1,0,cellular,194,4,other,0
37,blue-collar,married,secondary,0,513,1,0,cellular,134,1,failure,0
52,services,married,primary,0,306,1,0,cellular,650,5,unknown,1
29,technician,single,secondary,0,0,1,1,cellular,77,4,unknown,0
48,services,divorced,secondary,0,-276,1,1,cellular,674,1,unknown,1
32,management,divorced,tertiary,0,1804,1,0,cellular,122,1,failure,0
37,management,single,tertiary,0,0,1,0,cellular,109,1,failure,0
50,management,married,primary,0,117,1,0,telephone,216,4,unknown,0
36,blue-collar,single,primary,0,1959,1,0,cellular,1966,1,unknown,0
36,management,single,tertiary,0,1,1,0,cellular,131,1,unknown,0
33,blue-collar,single,primary,0,863,1,0,telephone,622,3,unknown,1
59,admin.,married,secondary,0,506,1,0,cellular,281,1,unknown,0
37,blue-collar,married,secondary,0,198,1,0,cellular,156,5,failure,0
35,blue-collar,single,secondary,0,546,1,0,cellular,161,2,unknown,0
30,blue-collar,married,primary,0,236,1,0,cellular,44,1,failure,0
40,services,divorced,secondary,0,282,1,0,cellular,240,1,failure,0
34,unemployed,married,secondary,0,0,1,0,cellular,172,1,unknown,0
31,blue-collar,married,secondary,0,864,1,1,cellular,127,1,unknown,0
31,blue-collar,married,secondary,0,1078,1,0,cellular,248,1,other,0
36,blue-collar,married,primary,0,679,1,1,cellular,115,1,unknown,0
44,management,single,secondary,0,-228,1,1,cellular,38,1,failure,0
27,entrepreneur,married,tertiary,0,79,1,1,cellular,201,1,failure,0
25,self-employed,single,tertiary,0,882,1,0,cellular,341,1,unknown,0
30,student,single,tertiary,0,228,1,0,cellular,314,2,unknown,1
36,services,married,tertiary,0,702,1,0,cellular,52,4,unknown,0
36,management,single,secondary,0,1331,1,0,cellular,77,3,other,0
40,blue-collar,single,primary,0,147,1,0,cellular,109,1,unknown,0
30,admin.,single,secondary,0,186,1,0,cellular,390,1,unknown,0
32,blue-collar,single,primary,0,180,1,0,cellular,804,1,unknown,0
51,unemployed,married,secondary,0,-13,1,0,cellular,361,1,failure,0
37,management,single,tertiary,0,2576,1,0,cellular,417,1,unknown,0
35,management,single,tertiary,0,1396,1,0,cellular,809,1,failure,1
38,services,married,secondary,0,780,1,0,cellular,262,1,failure,0
35,self-employed,single,tertiary,0,670,0,1,cellular,44,1,unknown,0
35,technician,married,secondary,0,1546,1,0,cellular,156,1,failure,0
39,technician,married,secondary,0,4741,1,0,cellular,166,1,failure,0
30,management,single,tertiary,0,365,1,0,cellular,76,3,unknown,0
33,blue-collar,single,secondary,0,185,1,0,cellular,298,1,unknown,0
37,blue-collar,married,secondary,0,208,0,0,cellular,466,1,unknown,0
51,blue-collar,divorced,primary,0,-19,1,0,cellular,829,1,failure,1
35,blue-collar,married,secondary,0,0,1,1,cellular,291,8,failure,0
35,blue-collar,married,secondary,0,328,1,0,cellular,484,3,other,0
26,admin.,single,secondary,0,0,1,0,cellular,204,3,unknown,0
57,blue-collar,married,primary,0,649,1,0,cellular,169,2,unknown,0
23,services,single,secondary,0,292,1,0,cellular,437,2,unknown,0
38,services,single,secondary,0,2253,1,0,cellular,937,3,unknown,1
35,admin.,single,tertiary,0,153,1,0,cellular,37,3,other,0
31,blue-collar,married,secondary,0,295,1,1,cellular,193,3,other,0
41,management,single,tertiary,0,3371,1,1,cellular,204,2,unknown,0
43,blue-collar,divorced,secondary,0,47,1,1,cellular,163,2,failure,0
36,management,single,tertiary,0,181,1,0,cellular,159,2,failure,0
59,services,married,secondary,0,2965,1,0,cellular,1970,3,unknown,1
55,management,married,primary,0,1691,1,0,cellular,358,2,failure,0
34,blue-collar,married,secondary,0,467,1,0,cellular,195,2,failure,0
44,management,divorced,tertiary,0,388,1,0,telephone,246,2,success,0
40,blue-collar,divorced,secondary,0,635,1,0,cellular,122,2,unknown,0
52,blue-collar,married,secondary,0,5828,1,0,telephone,276,2,unknown,0
34,blue-collar,single,secondary,0,283,1,0,cellular,151,2,unknown,0
27,services,single,secondary,0,223,1,1,cellular,297,2,unknown,0
40,blue-collar,married,secondary,0,125,1,0,cellular,119,2,failure,0
33,entrepreneur,single,tertiary,0,1481,1,0,cellular,172,3,other,0
44,blue-collar,married,tertiary,0,1371,0,0,cellular,788,3,other,0
50,blue-collar,married,tertiary,0,267,1,0,cellular,187,3,unknown,0
33,management,divorced,tertiary,0,5550,1,0,cellular,124,2,failure,0
39,blue-collar,single,primary,0,0,1,1,cellular,1975,5,unknown,1
35,services,married,secondary,0,102,1,0,cellular,252,5,unknown,0
47,admin.,divorced,tertiary,0,846,1,0,cellular,85,2,failure,0
34,management,single,tertiary,0,29,1,0,cellular,248,2,unknown,0
35,blue-collar,married,secondary,0,2737,1,0,cellular,199,3,unknown,0
29,entrepreneur,married,secondary,0,714,1,1,cellular,482,2,unknown,1
37,services,single,tertiary,0,72,1,0,cellular,98,2,failure,0
51,blue-collar,divorced,secondary,0,581,1,0,cellular,107,7,other,0
22,management,single,tertiary,0,374,1,0,cellular,158,5,unknown,0
36,services,single,secondary,0,328,1,0,cellular,194,3,unknown,0
40,blue-collar,divorced,unknown,0,528,1,0,cellular,340,2,failure,0
33,blue-collar,married,secondary,0,540,0,1,cellular,88,2,unknown,0
37,blue-collar,married,secondary,0,426,1,0,cellular,323,3,failure,0
31,blue-collar,single,secondary,0,2194,0,0,cellular,275,2,other,0
44,management,married,tertiary,0,12392,1,0,cellular,177,3,other,0
29,blue-collar,married,primary,0,97,1,0,cellular,431,2,unknown,0
53,management,married,tertiary,0,-1112,1,0,cellular,53,3,failure,0
33,blue-collar,married,primary,0,410,1,0,cellular,396,2,failure,0
30,services,married,secondary,0,2191,1,0,cellular,157,4,unknown,0
60,management,married,primary,0,-70,1,0,cellular,65,2,unknown,0
41,services,married,secondary,0,471,1,0,cellular,954,2,success,1
26,admin.,single,secondary,0,96,1,0,cellular,612,2,other,0
32,self-employed,married,secondary,0,8,1,1,cellular,251,2,unknown,0
38,management,married,tertiary,0,0,1,0,cellular,537,5,failure,0
57,management,divorced,tertiary,0,408,1,0,cellular,402,2,failure,0
27,blue-collar,single,primary,0,265,1,0,cellular,1119,2,unknown,1
39,admin.,married,secondary,0,9618,1,0,cellular,94,2,failure,0
37,management,single,secondary,0,1572,0,0,cellular,499,3,unknown,0
47,admin.,married,secondary,0,642,1,0,cellular,197,2,other,0
44,technician,single,secondary,0,33,1,0,cellular,195,3,failure,0
25,blue-collar,single,primary,0,-289,1,0,telephone,56,2,unknown,0
57,services,single,primary,0,3777,1,0,telephone,65,2,unknown,0
43,blue-collar,married,primary,0,794,1,0,cellular,38,3,unknown,0
37,blue-collar,married,secondary,0,-308,1,0,cellular,168,4,failure,0
45,blue-collar,married,secondary,0,577,1,0,cellular,154,2,failure,0
27,admin.,married,secondary,0,249,1,0,cellular,307,2,unknown,0
42,services,single,tertiary,0,94,1,0,cellular,45,4,unknown,0
45,management,married,tertiary,0,54,1,0,telephone,107,3,unknown,0
37,services,married,secondary,0,1328,1,0,telephone,121,2,failure,0
42,blue-collar,married,secondary,0,-336,1,0,cellular,318,3,failure,0
35,technician,married,secondary,0,712,1,1,cellular,255,2,failure,0
41,self-employed,married,secondary,0,305,1,0,cellular,174,2,unknown,0
53,admin.,married,primary,0,234,1,0,telephone,53,7,unknown,0
39,management,single,tertiary,0,93,1,1,cellular,196,2,failure,0
35,blue-collar,single,secondary,0,8040,1,0,cellular,173,2,unknown,0
60,management,divorced,secondary,0,0,1,0,telephone,65,4,failure,0
47,blue-collar,married,primary,0,6150,1,0,cellular,444,2,failure,0
32,blue-collar,married,secondary,0,210,1,0,cellular,308,3,other,0
46,blue-collar,married,primary,0,5461,1,0,cellular,562,2,success,0
29,blue-collar,single,secondary,0,1550,1,1,cellular,228,3,unknown,0
50,technician,divorced,secondary,0,-54,1,1,cellular,698,2,failure,1
49,services,married,secondary,0,2409,1,0,cellular,272,4,failure,0
39,blue-collar,married,primary,0,640,1,0,cellular,220,4,other,0
35,services,single,secondary,0,0,1,0,cellular,419,2,unknown,0
34,blue-collar,married,primary,0,3,1,0,cellular,369,2,unknown,0
43,services,single,secondary,0,550,1,0,cellular,107,2,unknown,0
36,management,divorced,tertiary,0,-978,1,0,cellular,62,3,unknown,0
31,admin.,single,secondary,0,507,1,0,cellular,65,2,other,0
58,management,married,tertiary,0,4152,1,0,cellular,76,7,success,0
51,technician,married,secondary,0,-491,1,1,cellular,805,2,unknown,0
51,blue-collar,married,secondary,0,707,1,0,telephone,97,5,unknown,0
36,blue-collar,married,secondary,0,330,1,0,cellular,777,2,unknown,0
57,blue-collar,married,secondary,0,25,1,0,cellular,378,2,failure,0
46,management,married,tertiary,0,1103,1,0,cellular,185,2,failure,0
42,services,single,secondary,0,-193,1,0,cellular,1805,4,unknown,0
41,services,divorced,secondary,0,654,1,0,cellular,139,2,unknown,0
42,management,divorced,tertiary,0,47,1,0,cellular,222,2,failure,0
34,management,single,tertiary,0,3821,1,0,cellular,649,2,unknown,1
31,services,single,secondary,0,222,1,0,cellular,168,2,unknown,0
35,blue-collar,married,primary,0,445,1,0,cellular,237,2,other,0
47,blue-collar,married,primary,0,3067,1,0,cellular,141,2,unknown,0
39,blue-collar,married,secondary,0,41,1,0,cellular,135,3,unknown,0
43,management,married,tertiary,0,1264,1,0,cellular,102,2,unknown,0
56,technician,married,unknown,0,84,1,0,cellular,65,2,failure,0
32,technician,single,secondary,0,271,1,0,cellular,80,2,other,0
46,services,divorced,secondary,0,2268,1,0,cellular,281,3,unknown,0
36,services,married,secondary,0,-302,1,0,cellular,36,2,unknown,0
47,blue-collar,divorced,primary,0,409,1,0,cellular,143,2,other,0
38,blue-collar,married,primary,0,168,1,1,telephone,212,3,unknown,0
34,blue-collar,married,secondary,0,3778,1,0,telephone,259,3,unknown,0
31,services,married,secondary,0,143,1,0,cellular,221,2,unknown,0
35,unemployed,single,secondary,0,9,1,0,cellular,84,2,failure,0
42,management,married,tertiary,0,1162,1,0,cellular,406,5,other,0
41,blue-collar,married,secondary,0,-664,1,1,cellular,185,4,unknown,0
45,technician,divorced,secondary,0,809,1,0,cellular,155,2,failure,0
31,unemployed,married,tertiary,0,232,1,0,cellular,53,3,unknown,0
51,services,married,secondary,0,107,1,0,telephone,99,2,failure,0
34,blue-collar,single,secondary,0,39,0,0,cellular,254,2,failure,0
38,blue-collar,divorced,primary,0,0,1,0,cellular,531,2,unknown,1
33,blue-collar,married,primary,0,324,1,0,cellular,217,2,unknown,0
51,blue-collar,married,primary,0,1203,1,1,telephone,25,4,failure,0
38,technician,single,tertiary,0,69,1,0,cellular,253,3,unknown,0
40,blue-collar,married,primary,0,104,1,0,cellular,277,2,failure,0
36,blue-collar,married,primary,0,2040,1,0,cellular,125,2,unknown,0
37,admin.,married,secondary,0,68,1,1,cellular,151,2,failure,0
30,blue-collar,single,primary,0,17,1,0,cellular,125,3,unknown,0
35,housemaid,single,secondary,0,-122,1,1,cellular,97,5,unknown,0
52,management,divorced,secondary,0,-607,1,0,cellular,449,6,unknown,0
34,blue-collar,married,secondary,0,113,1,0,cellular,16,2,unknown,0
45,admin.,married,secondary,0,358,1,0,cellular,134,2,unknown,0
35,blue-collar,married,secondary,0,635,1,0,cellular,265,2,unknown,0
36,blue-collar,married,primary,0,38,1,1,cellular,285,2,other,0
49,admin.,single,primary,0,655,1,0,cellular,32,5,unknown,0
42,blue-collar,married,primary,0,21,1,0,cellular,383,5,other,0
52,management,married,tertiary,0,0,1,0,telephone,179,3,other,0
55,retired,married,secondary,0,1279,1,0,cellular,446,3,other,0
33,blue-collar,married,primary,0,142,1,0,cellular,136,5,unknown,0
44,admin.,divorced,tertiary,0,994,1,0,cellular,420,3,unknown,0
39,blue-collar,married,secondary,0,0,1,0,cellular,513,3,failure,0
40,management,married,tertiary,0,342,1,0,cellular,133,4,unknown,0
42,services,married,secondary,0,108,1,1,cellular,225,2,failure,0
32,blue-collar,married,secondary,0,335,1,0,cellular,240,3,failure,0
27,management,single,tertiary,0,205,0,0,cellular,204,3,unknown,0
35,blue-collar,married,primary,0,298,1,0,cellular,135,2,failure,0
47,blue-collar,married,unknown,0,878,1,0,cellular,245,4,unknown,0
30,technician,single,tertiary,0,106,1,0,cellular,119,3,unknown,0
29,services,divorced,secondary,0,-7,1,0,cellular,1279,3,unknown,1
29,services,married,secondary,0,182,1,0,telephone,38,3,unknown,0
48,technician,married,secondary,0,-38,1,0,cellular,331,3,unknown,0
33,technician,married,secondary,0,668,1,1,cellular,771,2,other,0
32,services,married,tertiary,0,4908,0,1,cellular,491,2,unknown,0
40,blue-collar,married,primary,0,830,1,0,cellular,873,3,failure,1
32,technician,single,tertiary,0,0,1,1,cellular,440,2,unknown,1
55,technician,married,tertiary,0,639,1,0,telephone,992,5,other,0
38,blue-collar,married,primary,0,4406,1,0,telephone,689,2,unknown,1
37,blue-collar,married,secondary,0,121,1,1,cellular,302,4,unknown,0
31,services,single,secondary,0,1510,1,0,cellular,72,4,failure,0
44,services,married,secondary,0,4837,1,0,cellular,324,3,unknown,0
53,technician,married,secondary,0,6831,0,0,cellular,1130,2,unknown,1
41,management,married,tertiary,0,1204,1,1,cellular,310,2,unknown,0
52,entrepreneur,married,secondary,0,3332,1,1,cellular,182,4,unknown,0
35,blue-collar,single,unknown,0,597,1,0,cellular,1309,2,unknown,0
38,unemployed,single,secondary,0,1354,1,0,cellular,364,2,failure,0
49,entrepreneur,married,tertiary,0,4976,1,0,cellular,36,9,failure,0
29,blue-collar,single,primary,0,1768,1,0,cellular,426,3,other,0
35,technician,married,secondary,0,-255,1,0,cellular,196,3,failure,0
33,technician,single,secondary,0,181,1,0,cellular,25,7,unknown,0
32,blue-collar,married,secondary,0,-446,0,0,cellular,126,2,failure,0
39,management,single,tertiary,0,30,1,0,cellular,201,3,unknown,0
42,services,divorced,secondary,0,83,0,0,cellular,300,5,failure,0
35,services,divorced,secondary,0,78,1,0,telephone,630,3,failure,0
47,services,single,secondary,0,897,1,0,telephone,48,4,failure,0
45,admin.,married,secondary,0,1501,1,0,cellular,189,3,unknown,0
30,management,single,tertiary,0,2,1,1,cellular,305,8,unknown,0
32,technician,married,tertiary,0,396,1,0,cellular,205,3,unknown,0
27,student,single,secondary,0,89,1,0,cellular,68,3,unknown,0
35,services,married,secondary,0,1417,1,0,cellular,65,3,unknown,0
34,management,married,tertiary,0,186,1,0,cellular,115,3,unknown,0
32,services,single,secondary,0,385,1,0,cellular,247,2,unknown,0
51,entrepreneur,married,secondary,0,934,1,1,cellular,164,3,unknown,0
28,blue-collar,single,secondary,0,5,1,0,cellular,178,2,failure,0
26,services,single,tertiary,0,130,1,0,cellular,24,7,failure,0
29,admin.,single,secondary,0,65,1,0,cellular,9,6,unknown,0
38,management,divorced,tertiary,0,1149,1,0,cellular,91,4,unknown,0
42,blue-collar,married,primary,0,1398,0,0,telephone,36,6,unknown,0
31,management,married,tertiary,0,22546,1,0,cellular,8,6,failure,0
37,services,married,secondary,0,1140,1,0,cellular,33,3,unknown,0
